day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
1,2016,01,18,2016-01-18,27.1,11.4,1008.4,8.9,7.5,15.9,28.9,42.1,21.9,0.05,999.9,0,481
1,2015,01,05,2015-01-05,40.9,19.1,1015.5,9.7,9.7,15.9,40.0,55.9,28.9,0.12,999.9,0,498
7,2013,01,20,2013-01-20,45.3,23.4,1009.8,10.0,9.7,15.9,31.1,53.1,39.9,0.0,999.9,0,393
2,2017,01,03,2017-01-03,40.1,39.3,1018.4,3.8,11.2,15.9,26.0,43.0,37.0,0.3,999.9,0,659
2,2015,01,27,2015-01-27,24.8,16.8,1005.1,4.3,8.8,17.1,27.0,30.0,21.0,0.78,2.0,1,188
4,2021,01,28,2021-01-28,30.0,13.2,1018.1,10.0,7.2,17.1,32.1,37.0,25.0,0.0,999.9,0,262
2,2016,01,19,2016-01-19,21.1,1.5,1015.7,10.0,10.4,17.1,28.0,30.9,16.0,0.0,999.9,0,662
1,2022,01,10,2022-01-10,32.7,17.6,1018.4,9.3,7.7,17.1,27.0,39.9,27.0,0.1,3.1,1,265
1,2015,01,26,2015-01-26,26.5,12.7,1014.6,5.6,9.8,17.1,28.9,35.1,21.2,0.0,2.0,1,484
7,2016,01,24,2016-01-24,26.7,11.6,1012.1,7.4,6.3,17.1,26.0,35.1,19.9,1.82,5.9,1,517
3,2018,01,24,2018-01-24,41.3,24.4,1011.1,10.0,8.4,17.1,28.0,60.1,33.1,0.28,999.9,0,615
6,2015,01,31,2015-01-31,19.6,-0.2,1018.5,10.0,11.8,17.1,34.0,37.9,12.9,0.01,7.1,0,526
5,2018,01,05,2018-01-05,14.9,-2.5,1006.2,10.0,11.2,17.1,29.9,28.9,9.0,0.69,1.2,0,700
1,2018,01,29,2018-01-29,43.3,28.8,1022.1,10.0,7.0,18.1,24.1,55.0,39.9,0.07,999.9,0,531
5,2020,01,17,2020-01-17,28.4,5.3,1031.0,9.7,10.5,18.1,33.0,48.9,21.0,0.0,999.9,1,566
3,2016,01,13,2016-01-13,27.1,7.8,1011.6,10.0,9.4,18.1,29.9,44.1,21.9,0.0,999.9,0,605
4,2015,01,08,2015-01-08,13.0,-6.2,1027.1,10.0,8.8,18.1,31.1,23.0,8.1,0.0,1.2,0,573
4,2018,01,04,2018-01-04,25.7,14.6,1006.7,5.4,9.1,18.1,34.0,30.0,16.0,0.07,999.9,1,464
7,2020,01,05,2020-01-05,40.2,24.7,1007.9,10.0,10.5,18.1,34.0,51.1,37.0,0.02,999.9,1,291
2,2014,01,07,2014-01-07,12.3,-8.0,1015.6,999.9,13.0,19.0,31.1,36.0,3.9,0.27,1.2,0,491
4,2013,01,31,2013-01-31,49.1,36.5,995.4,7.9,9.1,20.0,38.1,61.0,34.0,0.93,999.9,1,592
2,2017,01,24,2017-01-24,36.2,35.1,995.8,4.3,10.6,20.0,32.1,44.1,35.1,1.66,999.9,0,564
6,2016,01,23,2016-01-23,26.2,19.2,1011.1,1.7,12.8,20.0,36.9,30.0,21.0,0.5,999.9,1,402
5,2021,01,29,2021-01-29,20.4,0.0,1019.3,10.0,12.5,22.9,34.0,34.0,14.0,0.0,999.9,0,291
1,2017,01,23,2017-01-23,41.2,35.4,1008.3,9.2,15.5,24.1,38.1,46.9,35.6,0.05,999.9,0,667
4,2019,01,24,2019-01-24,52.3,47.5,1011.1,6.2,999.9,999.9,999.9,59.0,30.9,0.09,999.9,1,592
2,2019,01,15,2019-01-15,29.3,12.0,1020.2,10.0,999.9,999.9,999.9,36.0,21.9,0.0,999.9,0,618
5,2019,01,25,2019-01-25,36.0,17.7,1011.8,10.0,999.9,999.9,999.9,39.9,34.0,1.24,999.9,0,666
3,2019,01,30,2019-01-30,28.6,15.7,1012.2,8.9,999.9,999.9,999.9,43.0,10.9,0.23,999.9,1,630
6,2019,01,26,2019-01-26,29.1,3.5,1023.1,10.0,999.9,999.9,999.9,39.9,24.1,0.0,999.9,0,533
6,2014,01,18,2014-01-18,37.6,26.9,9999.9,999.9,999.9,999.9,999.9,41.0,32.0,0.0,999.9,0,448
1,2014,01,20,2014-01-20,39.0,21.1,9999.9,999.9,999.9,999.9,999.9,44.6,35.6,0.0,999.9,0,360
5,2014,01,17,2014-01-17,37.8,23.5,9999.9,999.9,999.9,999.9,999.9,44.6,32.7,0.0,999.9,0,589
3,2019,01,16,2019-01-16,34.0,19.6,1018.1,9.3,999.9,999.9,999.9,39.0,25.0,0.0,999.9,0,579
4,2019,01,10,2019-01-10,33.0,16.1,1005.4,10.0,999.9,999.9,999.9,45.0,30.0,0.06,999.9,0,580
5,2019,01,04,2019-01-04,39.7,26.4,1014.8,9.9,999.9,999.9,999.9,46.0,35.1,0.0,999.9,0,598
6,2020,01,25,2020-01-25,42.5,36.7,1019.6,6.7,999.9,999.9,999.9,51.8,37.9,0.0,999.9,1,383
1,2019,01,07,2019-01-07,29.5,7.7,1029.0,10.0,999.9,999.9,999.9,48.9,25.0,0.0,999.9,0,584
1,2019,01,28,2019-01-28,31.4,11.7,1017.4,10.0,999.9,999.9,999.9,45.0,24.8,0.0,999.9,0,565
3,2019,01,09,2019-01-09,42.7,30.1,1001.6,8.8,999.9,999.9,999.9,45.0,34.0,0.16,999.9,0,514
7,2019,01,27,2019-01-27,39.6,22.2,1018.6,10.0,999.9,999.9,999.9,48.9,24.1,0.0,999.9,0,445
4,2014,01,16,2014-01-16,39.4,32.7,9999.9,999.9,999.9,999.9,999.9,41.0,36.1,0.0,999.9,0,521
3,2019,01,23,2019-01-23,35.5,15.8,1027.7,10.0,999.9,999.9,999.9,46.0,28.9,0.0,999.9,0,553
2,2019,01,01,2019-01-01,50.5,43.2,1009.8,7.0,999.9,999.9,999.9,57.9,36.0,1.08,999.9,0,430
5,2019,01,18,2019-01-18,33.4,26.3,1020.9,6.2,999.9,999.9,999.9,39.0,24.1,0.05,999.9,0,596
4,2019,01,17,2019-01-17,30.1,10.0,1026.1,10.0,999.9,999.9,999.9,39.0,24.1,0.0,999.9,0,586
5,2014,01,24,2014-01-24,14.7,-3.6,9999.9,999.9,999.9,999.9,999.9,19.4,10.4,0.0,7.1,0,705
7,2014,01,19,2014-01-19,29.1,16.0,9999.9,999.9,999.9,999.9,999.9,35.6,24.8,0.07,999.9,0,380
7,2019,01,13,2019-01-13,29.4,9.9,1030.0,9.7,999.9,999.9,999.9,34.0,19.9,0.0,999.9,0,374
7,2020,01,26,2020-01-26,42.6,32.8,1008.5,10.0,999.9,999.9,999.9,51.1,37.9,0.85,999.9,0,398
4,2014,01,23,2014-01-23,13.1,-2.3,9999.9,999.9,999.9,999.9,999.9,19.4,8.6,0.02,11.0,0,612
6,2019,01,05,2019-01-05,44.2,41.0,1003.3,5.3,999.9,999.9,999.9,46.9,35.1,0.22,999.9,0,455
2,2019,01,08,2019-01-08,38.9,31.3,1018.8,6.8,999.9,999.9,999.9,45.0,25.0,0.07,999.9,0,571
2,2019,01,22,2019-01-22,18.9,-0.6,1033.7,10.0,999.9,999.9,999.9,30.0,3.9,0.0,999.9,0,627
7,2019,01,20,2019-01-20,34.0,29.5,1001.4,5.8,999.9,999.9,999.9,42.1,19.0,1.0,999.9,0,411
4,2020,01,23,2020-01-23,38.7,16.8,1029.0,10.0,999.9,999.9,999.9,46.9,25.0,0.0,999.9,0,451
1,2019,01,21,2019-01-21,10.7,-5.3,1014.0,10.0,999.9,999.9,999.9,16.0,3.9,0.17,999.9,0,412
6,2019,01,19,2019-01-19,35.1,23.4,1022.0,9.8,999.9,999.9,999.9,39.0,28.9,0.0,1.2,0,479
3,2014,01,22,2014-01-22,12.3,0.0,9999.9,999.9,999.9,999.9,999.9,17.6,6.8,0.46,999.9,0,498
5,2020,01,24,2020-01-24,43.6,22.9,1027.4,9.4,999.9,999.9,999.9,51.1,33.1,0.0,999.9,0,524
2,2014,01,21,2014-01-21,25.2,13.3,9999.9,999.9,999.9,999.9,999.9,39.2,14.0,0.0,999.9,0,1161
2,2019,01,29,2019-01-29,32.7,21.7,1015.4,9.3,999.9,999.9,999.9,43.0,25.0,0.0,999.9,0,681
1,2019,01,14,2019-01-14,26.7,11.2,1024.2,10.0,999.9,999.9,999.9,33.1,21.9,0.0,999.9,0,703
3,2020,01,22,2020-01-22,30.0,12.7,1030.7,10.0,999.9,999.9,999.9,37.9,19.9,0.0,999.9,0,489
4,2019,01,03,2019-01-03,41.1,29.4,1015.8,9.9,999.9,999.9,999.9,44.1,35.1,0.0,999.9,0,504
6,2019,01,12,2019-01-12,25.6,4.9,1031.9,10.0,999.9,999.9,999.9,34.0,19.9,0.0,999.9,0,520
1,2020,01,27,2020-01-27,40.4,27.3,1006.2,10.0,999.9,999.9,999.9,46.0,37.0,0.0,999.9,0,452
3,2019,01,02,2019-01-02,38.0,23.2,1024.2,10.0,999.9,999.9,999.9,57.9,35.1,0.06,999.9,0,502
7,2019,01,06,2019-01-06,43.5,30.0,1010.6,10.0,999.9,999.9,999.9,48.9,37.9,0.28,999.9,0,376
5,2019,01,11,2019-01-11,26.7,6.8,1020.4,10.0,999.9,999.9,999.9,34.0,21.0,0.0,999.9,0,644
4,2019,01,31,2019-01-31,8.4,-13.0,1026.4,10.0,999.9,999.9,999.9,15.1,1.9,0.01,999.9,0,601
1,2020,02,17,2020-02-17,43.8,22.7,1022.2,10.0,3.4,6,999.9,51.1,30.0,0.0,999.9,0,339
5,2021,02,26,2021-02-26,40.1,15.2,1028.3,10.0,3.5,6,999.9,50.0,33.1,0.0,999.9,0,301
6,2020,02,01,2020-02-01,40.6,35.3,1015.0,6.8,2.1,6,999.9,44.1,33.1,0.02,999.9,1,409
3,2022,02,02,2022-02-02,37.7,30.6,1031.3,8.8,3.5,6,999.9,46.9,23.0,0.0,5.9,0,268
2,2021,02,09,2021-02-09,29.8,20.2,1025.8,8.4,4.3,7,999.9,33.8,26.1,0.0,9.8,1,229
3,2021,02,10,2021-02-10,29.4,16.3,1025.2,9.5,3.9,7,999.9,35.1,26.1,0.0,9.1,0,279
2,2020,02,04,2020-02-04,50.1,39.1,1009.3,9.8,2.5,7,999.9,60.1,37.0,0.0,999.9,1,464
5,2020,02,21,2020-02-21,27.7,3.4,1031.0,10.0,4.3,7,18.1,35.1,19.9,0.0,999.9,0,504
2,2020,02,25,2020-02-25,49.2,39.9,1012.2,8.2,2.7,7,999.9,62.1,41.0,0.0,999.9,1,527
1,2021,02,22,2021-02-22,34.3,22.2,1026.2,7.7,3.3,7,18.1,39.0,24.1,0.0,5.1,1,245
7,2020,02,23,2020-02-23,46.5,9.4,1021.6,10.0,3.8,7,15.9,55.9,39.0,0.0,999.9,0,392
4,2020,02,13,2020-02-13,40.1,35.9,1010.6,5.2,3.3,8,999.9,46.0,37.0,0.36,999.9,1,504
4,2020,02,20,2020-02-20,32.6,10.9,1029.7,10.0,5.2,8,18.1,48.0,28.9,0.0,999.9,0,448
3,2022,02,16,2022-02-16,34.9,18.9,1038.1,10.0,4.5,8,17.1,43.0,16.0,0.0,999.9,0,278
1,2021,02,15,2021-02-15,33.2,23.8,1022.9,8.9,4.9,8,999.9,37.9,27.0,0.0,7.9,1,208
1,2020,02,24,2020-02-24,50.0,21.2,1017.2,9.9,3.5,8,999.9,62.1,39.0,0.0,999.9,0,493
2,2022,02,15,2022-02-15,21.9,0.3,1034.1,10.0,4.5,8,999.9,30.0,16.0,0.0,1.2,0,289
6,2020,02,22,2020-02-22,37.4,6.4,1024.7,10.0,5.7,8,17.1,50.0,19.9,0.0,999.9,0,407
2,2022,02,01,2022-02-01,28.6,14.0,1032.9,10.0,4.4,8,999.9,36.0,21.0,0.0,5.9,0,274
2,2021,02,23,2021-02-23,38.8,29.5,1005.3,8.6,4.5,8,15.0,45.0,32.0,0.52,3.1,1,240
7,2021,02,07,2021-02-07,35.9,21.1,1016.3,6.2,4.5,8,999.9,44.1,30.9,0.0,7.1,1,243
6,2020,02,15,2020-02-15,21.6,2.5,1035.1,10.0,4.2,8,19.0,39.9,14.0,0.0,999.9,0,440
6,2021,02,27,2021-02-27,43.0,36.0,1025.3,6.8,4.5,8,17.1,50.0,33.1,0.06,999.9,1,223
1,2022,02,14,2022-02-14,21.8,3.5,1019.5,10.0,7.9,12,22.0,42.1,16.0,0.09,1.2,0,304
2,2022,02,08,2022-02-08,37.6,30.1,1013.4,8.1,5.4,12,22.0,45.0,30.0,0.22,999.9,1,278
6,2020,02,08,2020-02-08,34.5,16.1,1016.4,10.0,7.5,12,27.0,39.9,30.0,0.14,999.9,0,466
4,2021,02,18,2021-02-18,28.1,13.5,1030.8,5.9,6.8,12,20.0,34.0,21.9,0.0,3.1,1,256
5,2021,02,19,2021-02-19,29.8,26.4,1020.6,3.2,7.3,12,18.1,33.8,26.6,0.48,2.0,1,201
1,2021,02,08,2021-02-08,23.7,9.2,1026.4,9.3,6.3,12,22.9,39.9,17.1,0.41,5.9,1,301
7,2021,02,21,2021-02-21,29.7,12.9,1029.9,10.0,5.8,12,20.0,36.0,24.1,0.0,5.9,0,208
6,2022,02,26,2022-02-26,29.2,12.1,1028.2,10.0,6.6,12,22.0,41.0,24.1,0.24,999.9,0,247
2,2021,02,16,2021-02-16,40.2,34.4,1007.0,5.1,6.2,12,24.1,51.1,30.9,0.82,7.1,1,213
6,2021,02,20,2021-02-20,31.4,20.4,1018.3,9.3,5.5,13,20.0,34.0,27.0,0.11,5.1,1,257
6,2022,02,05,2022-02-05,24.9,14.4,1021.7,9.7,7.2,13,24.1,28.4,21.9,0.53,999.9,1,294
6,2021,02,06,2021-02-06,39.4,16.7,1013.0,10.0,6.6,13,28.9,46.9,34.0,0.07,9.1,0,275
4,2021,02,25,2021-02-25,46.0,23.5,1014.8,10.0,8.2,13,27.0,54.0,39.0,0.0,2.0,0,269
1,2022,02,28,2022-02-28,32.5,6.2,1021.3,10.0,6.9,13,22.0,48.0,26.1,0.0,999.9,0,278
3,2020,02,19,2020-02-19,44.0,25.5,1020.5,8.5,6.2,13,22.0,48.0,37.9,0.0,999.9,0,477
5,2022,02,25,2022-02-25,33.2,25.2,1023.6,6.6,7,14,22.0,41.0,28.9,0.5,999.9,1,251
3,2021,02,17,2021-02-17,29.7,8.8,1022.8,10.0,7.4,14,24.1,51.1,21.9,0.02,5.9,0,239
7,2022,02,27,2022-02-27,35.8,15.1,1018.2,10.0,7.5,14,25.1,48.0,24.1,0.0,999.9,0,243
6,2022,02,19,2022-02-19,31.4,11.1,1016.1,10.0,5.6,15,29.9,39.0,26.1,0.33,999.9,1,237
4,2022,02,24,2022-02-24,32.9,12.7,1028.8,10.0,7,15,21.0,43.0,28.9,0.0,999.9,0,220
7,2022,02,20,2022-02-20,27.0,3.6,1028.2,10.0,7.7,15,27.0,39.9,21.0,0.0,999.9,0,245
5,2022,02,18,2022-02-18,49.5,35.9,1005.5,8.7,8.5,15,26.0,68.0,33.1,0.64,999.9,1,279
5,2020,02,07,2020-02-07,40.7,36.4,992.1,5.2,7.2,19,34.0,55.9,35.1,0.19,999.9,1,604
7,2014,02,23,2014-02-23,48.6,26.0,1014.8,10.0,4.1,6.0,17.1,54.0,39.9,0.0,9.8,0,414
2,2014,02,04,2014-02-04,28.3,20.9,1028.4,3.8,2.1,6.0,999.9,42.8,21.9,0.84,1.2,0,613
6,2014,02,01,2014-02-01,39.1,17.2,1024.3,9.9,2.4,6.0,999.9,44.1,25.0,0.0,1.2,0,507
7,2013,02,03,2013-02-03,26.5,18.0,1013.2,7.6,2.6,7.0,999.9,30.0,24.1,0.03,999.9,0,445
3,2015,02,18,2015-02-18,24.9,10.3,1011.2,9.6,2.9,7.0,999.9,33.1,14.0,0.03,11.8,0,626
1,2016,02,01,2016-02-01,52.1,35.4,1009.2,9.8,5.0,7.0,18.1,59.0,36.0,0.0,3.9,0,716
1,2018,02,19,2018-02-19,42.5,31.4,1031.8,9.8,3.8,7.0,14.0,48.9,33.1,0.01,3.1,0,435
3,2013,02,06,2013-02-06,33.3,23.1,1017.5,6.5,3.6,7.0,20.0,39.0,30.0,0.01,999.9,0,566
2,2018,02,27,2018-02-27,46.5,21.0,1026.3,10.0,3.6,7.0,999.9,55.9,39.0,0.0,999.9,0,631
2,2016,02,02,2016-02-02,44.5,24.1,1023.0,10.0,3.4,7.0,999.9,59.0,37.9,0.01,2.0,0,711
1,2013,02,11,2013-02-11,38.5,32.4,1019.6,5.6,3.2,7.0,999.9,45.0,32.0,0.09,9.8,1,475
7,2015,02,22,2015-02-22,34.3,28.2,1021.2,4.5,2.1,7.0,17.1,43.0,28.9,0.71,9.1,1,519
3,2017,02,22,2017-02-22,47.2,35.4,1017.0,9.8,3.5,7.0,19.0,57.0,34.0,0.0,999.9,0,477
7,2014,02,02,2014-02-02,45.1,34.2,1015.0,7.8,3.1,7.0,999.9,55.9,36.0,0.0,1.2,0,417
3,2013,02,13,2013-02-13,38.2,22.5,1011.2,9.9,3.0,7.0,15.0,44.1,33.1,0.0,3.9,0,570
1,2018,02,26,2018-02-26,45.7,34.8,1018.9,8.4,3.5,7.0,999.9,52.0,39.9,0.23,999.9,0,557
6,2018,02,10,2018-02-10,43.0,37.6,1026.2,7.3,2.5,7.0,15.9,50.0,26.1,0.0,999.9,1,549
7,2014,02,09,2014-02-09,25.5,8.3,1020.2,9.3,3.8,8.0,999.9,30.9,21.0,0.0,9.1,0,450
3,2015,02,04,2015-02-04,31.2,17.3,1023.0,9.1,4.0,8.0,14.0,42.1,12.9,0.0,7.9,0,585
1,2017,02,06,2017-02-06,41.6,20.4,1016.7,10.0,5.5,8.0,20.0,48.0,36.0,0.0,999.9,0,568
4,2013,02,28,2013-02-28,45.2,32.9,1002.1,9.8,3.9,8.0,15.0,51.1,43.0,0.44,999.9,0,517
3,2017,02,08,2017-02-08,45.9,39.9,1003.4,4.8,3.9,8.0,999.9,62.1,36.0,0.24,999.9,1,673
6,2017,02,18,2017-02-18,45.7,21.7,1009.3,10.0,4.2,8.0,17.1,63.0,26.1,0.0,999.9,0,570
4,2014,02,06,2014-02-06,27.3,18.7,1020.4,9.5,4.9,8.0,14.0,33.1,21.2,1.43,9.1,0,569
4,2017,02,23,2017-02-23,53.0,44.9,1011.4,8.5,2.2,8.0,999.9,64.9,42.1,0.0,999.9,0,581
7,2018,02,11,2018-02-11,48.3,47.3,1014.0,3.5,2.7,8.0,999.9,62.1,39.0,0.88,999.9,0,479
6,2015,02,21,2015-02-21,20.5,3.2,1031.1,7.7,4.6,8.0,17.1,28.9,1.9,0.0,9.1,0,517
7,2018,02,04,2018-02-04,35.2,20.6,1023.9,8.9,3.9,8.0,24.1,45.0,16.0,0.0,999.9,0,541
4,2018,02,15,2018-02-15,51.0,44.3,1013.3,7.1,4.1,8.9,999.9,60.1,35.1,0.11,999.9,0,645
2,2014,02,11,2014-02-11,21.7,4.1,1026.7,10.0,5.2,8.9,15.9,28.9,16.0,0.0,9.8,0,636
4,2013,02,07,2013-02-07,29.3,6.2,1029.8,10.0,5.0,8.9,17.1,35.1,26.1,0.0,999.9,0,526
3,2018,02,14,2018-02-14,41.1,29.8,1028.1,10.0,3.8,8.9,15.9,53.1,26.1,0.01,999.9,0,671
5,2015,02,27,2015-02-27,23.2,5.0,1025.7,10.0,4.6,8.9,999.9,32.0,18.0,0.0,11.0,0,703
2,2018,02,13,2018-02-13,32.1,12.5,1040.6,10.0,5.0,8.9,15.9,39.0,26.1,0.0,999.9,0,613
1,2022,02,21,2022-02-21,39.2,21.2,1026.8,10.0,4.9,8.9,22.9,55.0,21.0,0.0,999.9,0,192
3,2022,02,09,2022-02-09,35.8,19.9,1017.3,10.0,3.8,8.9,999.9,46.0,28.9,0.07,999.9,0,272
6,2015,02,14,2015-02-14,23.4,4.9,1014.0,8.5,4.6,8.9,20.0,32.0,8.1,0.0,7.9,0,436
7,2017,02,05,2017-02-05,35.2,13.9,1018.2,10.0,6.3,8.9,24.1,42.1,21.9,0.0,999.9,0,429
6,2015,02,28,2015-02-28,21.5,-1.9,1039.7,10.0,3.6,8.9,15.0,30.0,12.9,0.0,11.0,0,538
7,2021,02,28,2021-02-28,43.7,34.4,1023.6,9.1,4.1,8.9,15.9,50.0,37.9,0.33,999.9,1,212
5,2018,02,09,2018-02-09,29.9,14.7,1032.5,10.0,4.5,8.9,18.1,35.1,25.0,0.0,999.9,0,583
7,2020,02,09,2020-02-09,36.3,25.8,1030.5,10.0,4.8,8.9,999.9,44.1,30.0,0.0,999.9,0,373
5,2022,02,11,2022-02-11,47.5,23.3,1014.3,10.0,4.2,8.9,22.0,57.0,37.0,0.0,999.9,0,319
4,2015,02,12,2015-02-12,32.3,19.4,1009.9,8.9,4.6,8.9,21.0,39.9,21.9,0.0,7.9,0,526
4,2021,02,11,2021-02-11,29.5,18.5,1024.5,7.3,5,8.9,999.9,34.0,26.1,0.11,9.1,1,299
3,2018,02,28,2018-02-28,49.7,28.3,1018.8,10.0,4.7,8.9,22.9,61.0,39.0,0.0,999.9,0,654
1,2016,02,15,2016-02-15,19.1,2.0,1033.3,8.1,3.7,8.9,999.9,30.2,14.0,0.0,999.9,1,291
2,2013,02,05,2013-02-05,29.1,20.3,1013.8,6.5,4.7,8.9,15.0,30.0,28.0,0.01,999.9,0,566
7,2016,02,07,2016-02-07,39.1,20.8,1021.5,10.0,4.0,8.9,17.1,46.9,30.0,0.0,999.9,0,423
2,2015,02,17,2015-02-17,20.2,5.0,1014.4,6.7,3.9,8.9,999.9,27.0,3.0,0.11,9.1,0,620
4,2013,02,14,2013-02-14,38.2,26.7,1011.6,8.9,3.8,8.9,999.9,46.0,33.1,0.03,999.9,0,631
1,2014,02,03,2014-02-03,35.5,30.4,1019.7,3.7,5.3,8.9,14.0,55.9,30.0,0.33,1.2,1,960
1,2022,02,07,2022-02-07,32.7,28.2,1030.7,5.9,3.3,8.9,999.9,37.4,28.4,0.0,999.9,1,276
7,2021,02,14,2021-02-14,31.2,21.4,1023.0,9.8,4.1,8.9,15.0,37.9,25.0,0.0,7.9,1,184
3,2017,02,01,2017-02-01,39.6,26.6,1012.1,9.2,4.1,8.9,20.0,46.9,26.1,0.06,999.9,0,574
2,2018,02,06,2018-02-06,31.0,13.5,1026.8,10.0,3.4,8.9,999.9,39.9,26.1,0.0,999.9,0,545
2,2016,02,09,2016-02-09,30.4,21.8,1004.4,9.4,4.7,8.9,999.9,39.0,27.0,0.05,999.9,0,571
1,2016,02,22,2016-02-22,45.3,26.8,1017.9,10.0,4.5,8.9,15.9,55.0,37.9,0.03,999.9,0,615
4,2014,02,20,2014-02-20,42.8,26.6,1019.7,9.5,4.7,8.9,18.1,50.0,37.9,0.26,16.9,0,556
2,2017,02,28,2017-02-28,51.1,37.4,1026.5,9.8,3.2,8.9,999.9,59.0,35.1,0.0,999.9,0,591
2,2014,02,18,2014-02-18,32.0,18.5,1020.7,7.1,4.2,8.9,18.1,39.0,26.1,0.07,16.9,1,518
3,2016,02,10,2016-02-10,34.8,24.2,1003.1,7.5,3.8,8.9,20.0,39.0,27.0,0.01,999.9,0,537
4,2022,02,03,2022-02-03,44.4,42.1,1024.8,4.5,3,8.9,999.9,48.0,32.0,0.01,3.9,1,248
2,2020,02,11,2020-02-11,44.9,42.9,1013.4,4.8,2.7,8.9,15.0,48.0,42.1,0.37,999.9,1,458
7,2015,02,01,2015-02-01,27.6,11.4,1021.9,9.9,3.5,8.9,15.9,36.0,19.9,0.0,7.1,0,361
7,2016,02,21,2016-02-21,52.8,31.8,1011.7,10.0,4.3,8.9,20.0,61.0,39.0,0.0,999.9,0,481
5,2018,02,16,2018-02-16,55.3,49.2,1004.6,8.4,5.0,8.9,24.1,62.1,43.0,0.17,999.9,0,582
1,2020,02,03,2020-02-03,45.1,33.3,1006.8,9.1,5.2,8.9,15.9,57.0,35.1,0.06,999.9,1,559
6,2021,02,13,2021-02-13,27.5,5.2,1026.0,10.0,5.6,8.9,15.9,28.9,25.0,0.0,7.9,0,210
7,2013,02,10,2013-02-10,25.2,8.5,1028.7,10.0,3.4,8.9,15.9,36.0,18.0,0.38,999.9,0,400
3,2014,02,12,2014-02-12,18.9,2.7,1032.4,10.0,5.0,8.9,14.0,26.1,12.9,0.0,9.8,0,640
7,2016,02,28,2016-02-28,46.0,21.8,1013.4,10.0,6.4,8.9,20.0,60.1,26.1,0.0,999.9,0,509
6,2014,02,08,2014-02-08,25.9,5.0,1025.2,10.0,4.4,8.9,15.0,32.0,21.0,0.0,9.1,0,424
3,2014,02,19,2014-02-19,38.4,28.2,1014.5,6.8,3.9,8.9,17.1,45.0,26.1,0.09,18.1,0,552
6,2015,02,07,2015-02-07,29.8,12.6,1019.7,9.0,3.5,8.9,15.0,37.9,12.0,0.0,7.9,0,449
5,2022,02,04,2022-02-04,43.6,40.8,1013.6,5.5,5.4,9.9,22.0,57.0,28.9,0.6,2.0,1,288
1,2014,02,10,2014-02-10,25.1,12.4,1019.4,7.6,5.4,9.9,19.0,30.9,21.0,0.1,7.9,1,678
3,2016,02,17,2016-02-17,39.1,26.7,1013.0,10.0,6.7,9.9,18.1,54.0,35.1,0.99,999.9,0,525
2,2022,02,22,2022-02-22,45.1,39.5,1025.5,6.4,4.3,9.9,19.0,55.0,32.0,0.0,999.9,1,244
4,2016,02,18,2016-02-18,32.5,11.5,1027.0,10.0,5.9,9.9,18.1,37.0,27.0,0.0,999.9,0,592
3,2021,02,03,2021-02-03,32.2,23.6,998.2,8.7,6.5,9.9,18.1,37.0,28.9,0.04,14.2,1,246
4,2015,02,26,2015-02-26,26.8,8.2,1015.6,9.7,6.1,9.9,15.9,37.0,19.9,0.0,11.8,0,539
1,2017,02,27,2017-02-27,42.2,19.2,1027.1,10.0,6.0,9.9,15.9,53.1,35.1,0.0,999.9,0,540
6,2022,02,12,2022-02-12,53.9,27.9,1012.6,10.0,6.8,9.9,20.0,59.0,37.9,0.0,999.9,0,237
5,2017,02,24,2017-02-24,62.7,51.6,1012.3,9.9,5.1,9.9,18.1,70.0,44.1,0.0,999.9,0,657
3,2015,02,25,2015-02-25,27.6,9.5,1010.4,10.0,5.8,9.9,21.0,37.0,19.9,0.0,11.8,0,628
7,2022,02,13,2022-02-13,35.0,24.8,1019.0,5.1,5.4,9.9,19.0,59.0,28.9,0.14,999.9,1,229
5,2017,02,03,2017-02-03,30.6,11.0,1021.8,10.0,5.2,9.9,15.0,45.0,26.1,0.0,999.9,0,609
5,2016,02,19,2016-02-19,30.1,8.3,1032.9,10.0,5.2,9.9,17.1,37.0,24.1,0.0,999.9,0,532
7,2018,02,18,2018-02-18,37.2,27.4,1023.6,7.1,4.7,9.9,18.1,44.1,28.0,0.53,999.9,1,472
5,2013,02,15,2013-02-15,43.0,30.7,1015.0,7.8,4.9,9.9,15.9,55.0,37.0,0.0,999.9,0,604
6,2020,02,29,2020-02-29,32.2,7.8,1010.9,10.0,7.5,9.9,24.1,42.1,28.9,0.0,999.9,0,456
5,2021,02,05,2021-02-05,41.1,27.7,1007.4,9.6,3.5,9.9,20.0,46.9,30.9,0.0,11.0,1,326
3,2020,02,26,2020-02-26,46.3,44.0,1012.3,5.0,5.1,9.9,999.9,53.1,45.0,0.14,999.9,1,449
5,2021,02,12,2021-02-12,25.8,4.7,1026.6,10.0,4.6,9.9,15.9,30.0,19.9,0.1,9.1,0,290
3,2016,02,03,2016-02-03,48.8,40.3,1022.7,7.7,4.7,9.9,22.0,57.0,37.9,0.0,999.9,0,579
4,2022,02,10,2022-02-10,44.7,29.1,1011.6,9.9,4.1,9.9,17.1,54.0,28.9,0.0,999.9,0,300
1,2013,02,25,2013-02-25,37.5,22.7,1018.1,10.0,5.0,9.9,22.9,45.0,32.0,0.01,999.9,0,490
